"success","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"","numerosity","html-keyboard-response","1125","1622445","0.0-356.0-1.0","24","female","null","[Dot display: left=216, right=300, diff=84]","null","","-1","-1","216","300","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1126","1624617","0.0-356.0-2.0","24","female","2167.0999999940395","Confidence judgement (first response)","","","-1","-1","","","","right","87.75","50","87.75","true","83","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1127","1625548","0.0-356.0-5.0-0.0","24","female","929","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1128","1626354","0.0-356.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1129","1627732","0.0-356.0-6.0","24","female","1375","Confidence judgment (second response)","","","-1","-1","","","","right","87.75","50","87.75","true","83","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1130","1627733","0.0-357.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","5","140","216","300","84","right","87.75","true","2167.0999999940395","3","yes","left","right","87.75","false","true","1375","","","","","",""
"","fixation","html-keyboard-response","1131","1627990","0.0-358.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1132","1628506","0.0-358.0-1.0","24","female","null","[Dot display: left=217, right=300, diff=83]","null","","-1","-1","217","300","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1133","1630467","0.0-358.0-2.0","24","female","1956.2999999821186","Confidence judgement (first response)","","","-1","-1","","","","right","61.5","50","61.5","true","83","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1134","1631830","0.0-358.0-5.0-0.0","24","female","1361","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1135","1632639","0.0-358.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1136","1635751","0.0-358.0-6.0","24","female","3105.399999976158","Confidence judgment (second response)","","","-1","-1","","","","left","74.25","74.25","50","false","84","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1137","1635755","0.0-359.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","6","141","217","300","83","right","61.5","true","1956.2999999821186","3","yes","left","left","74.25","false","false","3105.399999976158","","","","","",""
"","fixation","html-keyboard-response","1138","1636100","0.0-360.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1139","1636615","0.0-360.0-1.0","24","female","null","[Dot display: left=216, right=300, diff=84]","null","","-1","-1","216","300","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1140","1638751","0.0-360.0-2.0","24","female","2130.699999988079","Confidence judgement (first response)","","","-1","-1","","","","left","69.25","69.25","50","false","85","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1141","1643048","0.0-360.0-5.0-0.0","24","female","4296","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1142","1643854","0.0-360.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1143","1645419","0.0-360.0-6.0","24","female","1559.2000000178814","Confidence judgment (second response)","","","-1","-1","","","","left","69.25","69.25","50","false","86","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1144","1645422","0.0-361.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","7","142","216","300","84","left","69.25","false","2130.699999988079","3","yes","left","left","69.25","false","false","1559.2000000178814","","","","","",""
"","fixation","html-keyboard-response","1145","1645929","0.0-362.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1146","1646438","0.0-362.0-1.0","24","female","null","[Dot display: left=300, right=214, diff=86]","null","","-1","-1","300","214","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1147","1648267","0.0-362.0-2.0","24","female","1825.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","78","78","50","true","86","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1148","1650966","0.0-362.0-3.0-0.0","24","female","2697","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1149","1651774","0.0-362.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1150","1653100","0.0-362.0-6.0","24","female","1320.199999988079","Confidence judgment (second response)","","","-1","-1","","","","left","78","78","50","true","85","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1151","1653103","0.0-363.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","8","143","300","214","86","left","78","true","1825.800000011921","1","no","left","left","78","true","true","1320.199999988079","","","","","",""
"","block_message","html-button-response","1152","1655382","0.0-364.0","24","female","2275","block message","0","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","",""
"","attncheck","html-button-response","1153","1657350","0.0-365.0","24","female","1965","attncheck","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Stop","","","",""
"","fixation","html-keyboard-response","1154","1657669","0.0-366.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1155","1658185","0.0-366.0-1.0","24","female","null","[Dot display: left=300, right=215, diff=85]","null","","-1","-1","300","215","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1156","1659916","0.0-366.0-2.0","24","female","1726.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","83","83","50","true","85","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1157","1661816","0.0-366.0-3.0-0.0","24","female","1898","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1158","1662623","0.0-366.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1159","1663350","0.0-366.0-6.0","24","female","720.5","Confidence judgment (second response)","","","-1","-1","","","","left","83","83","50","true","85","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1160","1663352","0.0-367.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","9","9","144","300","215","85","left","83","true","1726.800000011921","1","no","left","left","83","true","true","720.5","","","","","",""
